Source,Destination,Length,Anomaly,File
3232240648,3232240895,108,Normal,esp32_15.pcap
3232240663,4026531834,235,Normal,esp32_15.pcap
3232240692,3758096635,146,Normal,esp32_15.pcap
3232240663,4026531834,235,Normal,esp32_15.pcap
3232240692,3758096635,309,Normal,esp32_15.pcap
3232240664,3232240895,114,Normal,esp32_15.pcap
3232240694,3758096635,130,Normal,esp32_15.pcap
3232240703,4026531834,229,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240703,4026531834,240,Normal,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
4526591,4269801472,153,Anomaly,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240703,4026531834,229,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240703,4026531834,240,Normal,esp32_15.pcap
3232240703,4026531834,229,Normal,esp32_15.pcap
3232240664,3232240895,114,Normal,esp32_15.pcap
3232240703,4026531834,240,Normal,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240683,3758096635,846,Normal,esp32_15.pcap
3232240663,3232240895,108,Normal,esp32_15.pcap
3232240683,3758096635,670,Normal,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240683,3758096635,1075,Normal,esp32_15.pcap
3232240683,3232240895,132,Normal,esp32_15.pcap
3232240678,3758096635,309,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240683,3758096635,178,Normal,esp32_15.pcap
3232240683,3758096635,930,Normal,esp32_15.pcap
3232240694,4026531834,240,Normal,esp32_15.pcap
3232240693,4026531834,239,Normal,esp32_15.pcap
3232240683,3758096635,846,Normal,esp32_15.pcap
3232240693,4026531834,239,Normal,esp32_15.pcap
3232240693,4026531834,239,Normal,esp32_15.pcap
3232240683,3758096635,1081,Normal,esp32_15.pcap
3232240683,3758096635,994,Normal,esp32_15.pcap
3232240693,4026531834,239,Normal,esp32_15.pcap
3232240693,4026531834,239,Normal,esp32_15.pcap
3232240692,3758096635,309,Normal,esp32_15.pcap
3232240644,3758096635,161,Normal,esp32_15.pcap
3232240644,3758096635,324,Normal,esp32_15.pcap
3232240688,4026531834,239,Normal,esp32_15.pcap
3232240688,4026531834,239,Normal,esp32_15.pcap
3232240648,3758096635,97,Normal,esp32_15.pcap
3232240648,3758096635,97,Normal,esp32_15.pcap
3232240675,4026531834,239,Normal,esp32_15.pcap
3232240681,3758096635,146,Normal,esp32_15.pcap
3232240675,4026531834,239,Normal,esp32_15.pcap
3232240675,4026531834,239,Normal,esp32_15.pcap
3232240675,4026531834,239,Normal,esp32_15.pcap
3232240664,4026531834,720,Normal,esp32_15.pcap
3232240692,3758096635,309,Normal,esp32_15.pcap
3232240664,4026531834,720,Normal,esp32_15.pcap
3232240648,3758096635,117,Normal,esp32_15.pcap
3232240694,3758096635,641,Normal,esp32_15.pcap
3232240692,3758096635,309,Normal,esp32_15.pcap
3232240644,3758096635,324,Normal,esp32_15.pcap
3232240664,4026531834,720,Normal,esp32_15.pcap
3232240688,3758096635,138,Normal,esp32_15.pcap
3232240662,4026531834,313,Normal,esp32_15.pcap
3232240662,4026531834,322,Normal,esp32_15.pcap
3232240662,4026531834,321,Normal,esp32_15.pcap
3232240662,4026531834,339,Normal,esp32_15.pcap
3232240691,3758096635,153,Normal,esp32_15.pcap
3232240662,4026531834,313,Normal,esp32_15.pcap
3232240662,4026531834,322,Normal,esp32_15.pcap
3232240662,4026531834,321,Normal,esp32_15.pcap
3232240648,3758096635,117,Normal,esp32_15.pcap
3232240662,4026531834,339,Normal,esp32_15.pcap
3232240648,3758096635,97,Normal,esp32_15.pcap
3232240678,3758096635,146,Normal,esp32_15.pcap
3232240696,3758096635,181,Normal,esp32_15.pcap
3232240662,4026531834,409,Normal,esp32_15.pcap
3232240663,3758096635,109,Normal,esp32_15.pcap
3232240662,4026531834,409,Normal,esp32_15.pcap
3232240678,3758096635,309,Normal,esp32_15.pcap
3232240681,3758096635,309,Normal,esp32_15.pcap
3232240662,4026531834,418,Normal,esp32_15.pcap
3232240688,3758096635,137,Normal,esp32_15.pcap
3232240702,4026531834,239,Normal,esp32_15.pcap
3232240702,4026531834,239,Normal,esp32_15.pcap
3232240662,4026531834,323,Normal,esp32_15.pcap
3232240662,4026531834,313,Normal,esp32_15.pcap
3232240662,4026531834,322,Normal,esp32_15.pcap
3232240662,4026531834,353,Normal,esp32_15.pcap
3232240662,4026531834,365,Normal,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240662,4026531834,332,Normal,esp32_15.pcap
3232240693,3758096635,93,Normal,esp32_15.pcap
3232240693,3758096635,93,Normal,esp32_15.pcap
3232240662,4026531834,313,Normal,esp32_15.pcap
3232240692,3758096635,309,Normal,esp32_15.pcap
3232240693,3758096635,93,Normal,esp32_15.pcap
3232240688,3758096635,132,Normal,esp32_15.pcap
3232240662,4026531834,371,Normal,esp32_15.pcap
3232240662,4026531834,353,Normal,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240702,4026531834,239,Normal,esp32_15.pcap
3232240662,4026531834,365,Normal,esp32_15.pcap
3232240648,3232240895,108,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240693,3758096635,98,Normal,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240701,3758096635,146,Normal,esp32_15.pcap
3232240663,3758096635,147,Normal,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240693,3232240895,114,Normal,esp32_15.pcap
3232240705,3232240895,132,Normal,esp32_15.pcap
3232240678,3758096635,146,Normal,esp32_15.pcap
3232240705,3232240895,132,Normal,esp32_15.pcap
3232240705,3232240895,132,Normal,esp32_15.pcap
3232240681,3758096635,146,Normal,esp32_15.pcap
3232240678,3758096635,309,Normal,esp32_15.pcap
3232240664,4026531834,239,Normal,esp32_15.pcap
3232240701,3758096635,309,Normal,esp32_15.pcap
3232240705,3232240895,132,Normal,esp32_15.pcap
3232240705,3232240895,132,Normal,esp32_15.pcap
3232240681,3758096635,309,Normal,esp32_15.pcap
3232240664,4026531834,239,Normal,esp32_15.pcap
3232240705,3232240895,132,Normal,esp32_15.pcap
3232240705,3232240895,132,Normal,esp32_15.pcap
3232240705,3232240895,132,Normal,esp32_15.pcap
3232240705,3758096635,103,Normal,esp32_15.pcap
3232240705,3758096635,141,Normal,esp32_15.pcap
3232240705,3758096636,97,Normal,esp32_15.pcap
3232240705,4026531834,239,Normal,esp32_15.pcap
3232240705,4026531834,239,Normal,esp32_15.pcap
3232240663,3232240895,108,Normal,esp32_15.pcap
3232240671,4026531834,239,Normal,esp32_15.pcap
3232240705,4026531834,239,Normal,esp32_15.pcap
3232240693,3758096635,97,Normal,esp32_6.pcap
3232240693,3758096635,97,Normal,esp32_6.pcap
3232240693,3758096635,99,Normal,esp32_6.pcap
3232240693,3758096635,99,Normal,esp32_6.pcap
3232240693,3758096635,99,Normal,esp32_6.pcap
3232240693,3758096635,99,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3758096635,97,Normal,esp32_6.pcap
3232240693,3758096635,97,Normal,esp32_6.pcap
3232240694,3758096635,805,Normal,esp32_6.pcap
3232240694,3758096635,181,Normal,esp32_6.pcap
3232240659,3758096635,588,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240694,3758096635,283,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240694,3758096635,283,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3758096635,97,Normal,esp32_6.pcap
3232240693,3758096635,97,Normal,esp32_6.pcap
3232240693,3758096635,99,Normal,esp32_6.pcap
3232240693,3758096635,99,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240642,3758096635,305,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240659,3758096635,235,Normal,esp32_6.pcap
3232240693,3758096635,93,Normal,esp32_6.pcap
3232240693,3758096635,93,Normal,esp32_6.pcap
3232240692,3758096635,305,Normal,esp32_6.pcap
3232240659,3758096635,588,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240678,3758096635,305,Normal,esp32_6.pcap
3232240694,3758096635,637,Normal,esp32_6.pcap
3232240659,3758096635,235,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3758096635,93,Normal,esp32_6.pcap
3232240693,3758096635,93,Normal,esp32_6.pcap
3232240659,3758096635,235,Normal,esp32_6.pcap
3232240693,3758096635,93,Normal,esp32_6.pcap
3232240692,3758096635,305,Normal,esp32_6.pcap
3232240659,3758096635,588,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240678,3758096635,305,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240659,3758096635,588,Normal,esp32_6.pcap
3232240694,3758096635,296,Normal,esp32_6.pcap
3232240694,3758096635,333,Normal,esp32_6.pcap
3232240694,3758096635,656,Normal,esp32_6.pcap
3232240694,3758096635,1023,Normal,esp32_6.pcap
3232240694,3758096635,166,Normal,esp32_6.pcap
3232240694,3758096635,333,Normal,esp32_6.pcap
3232240694,3758096635,333,Normal,esp32_6.pcap
3232240694,3758096635,167,Normal,esp32_6.pcap
3232240694,3758096635,296,Normal,esp32_6.pcap
3232240694,3758096635,333,Normal,esp32_6.pcap
3232240694,3758096635,656,Normal,esp32_6.pcap
3232240694,3758096635,1023,Normal,esp32_6.pcap
3232240659,3758096635,588,Normal,esp32_6.pcap
3232240671,4026531834,239,Normal,esp32_6.pcap
3232240694,3758096635,656,Normal,esp32_6.pcap
3232240671,4026531834,239,Normal,esp32_6.pcap
3232240694,3758096635,296,Normal,esp32_6.pcap
3232240692,3758096635,146,Normal,esp32_6.pcap
3232240659,3758096635,311,Normal,esp32_6.pcap
3232240648,3758096635,97,Normal,esp32_6.pcap
3232240659,3758096635,145,Normal,esp32_6.pcap
3232240659,3758096635,145,Normal,esp32_6.pcap
3232240659,3758096635,159,Normal,esp32_6.pcap
3232240659,3758096635,389,Normal,esp32_6.pcap
3232240659,3758096635,389,Normal,esp32_6.pcap
3232240659,3758096635,159,Normal,esp32_6.pcap
3232240692,3758096635,305,Normal,esp32_6.pcap
3232240659,3758096635,366,Normal,esp32_6.pcap
3232240683,4026531834,240,Normal,esp32_6.pcap
3232240659,3758096635,430,Normal,esp32_6.pcap
3232240659,3758096635,430,Normal,esp32_6.pcap
3232240648,3232240895,108,Anomaly,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240680,4026531834,239,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240691,4026531834,240,Normal,esp32_6.pcap
3232240680,4026531834,239,Normal,esp32_6.pcap
3232240691,4026531834,240,Normal,esp32_6.pcap
3232240699,3758096635,367,Normal,esp32_6.pcap
3232240699,3758096635,523,Normal,esp32_6.pcap
3232240699,3758096635,525,Normal,esp32_6.pcap
3232240694,3758096635,656,Normal,esp32_6.pcap
3232240688,3758096635,138,Normal,esp32_6.pcap
3232240659,3758096635,179,Normal,esp32_6.pcap
3232240659,3758096635,179,Normal,esp32_6.pcap
3232240659,3758096635,430,Normal,esp32_6.pcap
3232240688,3758096635,138,Normal,esp32_6.pcap
3232240659,3758096635,389,Normal,esp32_6.pcap
3232240688,3758096635,151,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240659,3758096635,430,Normal,esp32_6.pcap
3232240694,4026531834,240,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240683,3232240895,114,Normal,esp32_6.pcap
3232240663,3232240895,114,Normal,esp32_6.pcap
3232240683,3232240895,114,Normal,esp32_6.pcap
3232240683,3232240895,114,Normal,esp32_6.pcap
3232240691,3232240895,114,Normal,esp32_6.pcap
3232240671,3232240895,114,Normal,esp32_6.pcap
3232240671,3232240895,114,Normal,esp32_6.pcap
3232240693,3232240895,114,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240693,3758096635,98,Normal,esp32_6.pcap
3232240691,3232240895,114,Normal,esp32_6.pcap
3232240694,4026531834,240,Normal,esp32_6.pcap
3232240691,3758096635,480,Normal,esp32_22.pcap
3232240699,3758096635,367,Normal,esp32_22.pcap
3232240660,3758096635,420,Normal,esp32_22.pcap
3232240699,3758096635,246,Normal,esp32_22.pcap
3232240699,3758096635,250,Normal,esp32_22.pcap
3232240699,3758096635,367,Normal,esp32_22.pcap
3232240699,3758096635,723,Normal,esp32_22.pcap
3232240699,3758096635,250,Normal,esp32_22.pcap
3232240711,3758096635,168,Normal,esp32_22.pcap
3232240690,3758096635,381,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240683,3758096635,178,Normal,esp32_22.pcap
3232240683,3758096635,286,Normal,esp32_22.pcap
3232240683,3758096635,286,Normal,esp32_22.pcap
3232240683,3758096635,253,Normal,esp32_22.pcap
3232240683,3758096635,1257,Normal,esp32_22.pcap
3232240683,3758096635,192,Normal,esp32_22.pcap
3232240683,3758096635,253,Normal,esp32_22.pcap
3232240683,3758096635,846,Normal,esp32_22.pcap
4526591,4269801472,153,Anomaly,esp32_22.pcap
3478015,4269801472,137,Anomaly,esp32_22.pcap
3232240683,3758096635,303,Normal,esp32_22.pcap
3232240683,3758096635,1143,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240683,3758096635,178,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240680,4026531834,239,Normal,esp32_22.pcap
3232240680,4026531834,239,Normal,esp32_22.pcap
3232240691,4026531834,240,Normal,esp32_22.pcap
3232240711,3758096635,168,Normal,esp32_22.pcap
3232240683,3758096635,930,Normal,esp32_22.pcap
3232240708,3758096635,120,Normal,esp32_22.pcap
3232240660,3758096635,420,Normal,esp32_22.pcap
3232240693,3758096635,93,Normal,esp32_22.pcap
3232240693,3758096635,93,Normal,esp32_22.pcap
3232240691,4026531834,240,Normal,esp32_22.pcap
3232240693,3758096635,93,Normal,esp32_22.pcap
3232240699,3758096635,723,Normal,esp32_22.pcap
3232240710,3758096635,405,Normal,esp32_22.pcap
3232240688,3758096635,138,Normal,esp32_22.pcap
3232240708,3758096635,120,Normal,esp32_22.pcap
3232240680,4026531834,239,Normal,esp32_22.pcap
3232240688,3758096635,101,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240680,4026531834,239,Normal,esp32_22.pcap
3232240680,4026531834,239,Normal,esp32_22.pcap
3232240691,3232240895,114,Normal,esp32_22.pcap
3232240691,3232240895,114,Normal,esp32_22.pcap
3232240694,3232240895,132,Normal,esp32_22.pcap
3232240694,3232240895,114,Normal,esp32_22.pcap
3232240663,3232240895,114,Normal,esp32_22.pcap
3232240703,3232240895,114,Normal,esp32_22.pcap
3232240694,3758096635,202,Normal,esp32_22.pcap
3232240688,3758096635,141,Normal,esp32_22.pcap
3232240691,3232240895,114,Normal,esp32_22.pcap
3232240691,3232240895,114,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240693,3758096635,99,Normal,esp32_22.pcap
3232240693,3758096635,99,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240693,3758096635,99,Normal,esp32_22.pcap
3232240694,3758096635,972,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240694,3758096635,188,Normal,esp32_22.pcap
3232240688,3758096635,141,Normal,esp32_22.pcap
3232240694,3758096635,185,Normal,esp32_22.pcap
3232240694,3758096635,461,Normal,esp32_22.pcap
3232240694,3758096635,367,Normal,esp32_22.pcap
3232240688,3758096635,141,Normal,esp32_22.pcap
3232240694,3758096635,202,Normal,esp32_22.pcap
3232240694,3758096635,383,Normal,esp32_22.pcap
3232240644,3758096635,120,Normal,esp32_22.pcap
3232240644,3758096635,120,Normal,esp32_22.pcap
3232240648,3232240895,108,Normal,esp32_22.pcap
3232240694,3758096635,130,Normal,esp32_22.pcap
3232240694,3758096635,231,Normal,esp32_22.pcap
3232240694,3758096635,231,Normal,esp32_22.pcap
3232240694,3758096635,383,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240658,3758096635,255,Normal,esp32_22.pcap
3232240658,3758096635,161,Normal,esp32_22.pcap
3232240644,3758096635,120,Normal,esp32_22.pcap
3232240690,3758096635,337,Normal,esp32_22.pcap
3232240658,3758096635,251,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240694,3758096635,202,Normal,esp32_22.pcap
3232240658,3758096635,395,Normal,esp32_22.pcap
3232240658,3758096635,224,Normal,esp32_22.pcap
3232240694,3758096635,972,Normal,esp32_22.pcap
3232240663,3232240895,108,Normal,esp32_22.pcap
3232240694,3758096635,283,Normal,esp32_22.pcap
3232240658,3758096635,420,Normal,esp32_22.pcap
3232240658,3758096635,395,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240694,3758096635,188,Normal,esp32_22.pcap
3232240694,3758096635,283,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240694,3758096635,188,Normal,esp32_22.pcap
3232240694,3758096635,908,Normal,esp32_22.pcap
3232240678,3758096635,146,Normal,esp32_22.pcap
3232240693,3232240895,114,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_22.pcap
3232240694,3758096635,1181,Normal,esp32_22.pcap
3232240694,3758096635,231,Normal,esp32_22.pcap
3232240683,3758096635,1104,Normal,esp32_22.pcap
3232240683,3758096635,670,Normal,esp32_22.pcap
3232240699,3758096635,161,Normal,esp32_22.pcap
3232240683,3758096635,178,Normal,esp32_22.pcap
3232240699,3758096635,246,Normal,esp32_22.pcap
3232240648,4026531834,235,Normal,esp32_22.pcap
3232240683,3758096635,253,Normal,esp32_22.pcap
3232240683,3758096635,286,Normal,esp32_22.pcap
3232240699,3758096635,367,Normal,esp32_22.pcap
3232240648,4026531834,235,Normal,esp32_22.pcap
3232240694,3758096635,972,Normal,esp32_22.pcap
3232240694,3758096635,367,Normal,esp32_22.pcap
3232240678,3758096635,405,Normal,esp32_22.pcap
3232240699,3758096635,625,Normal,esp32_22.pcap
3232240694,3758096635,566,Normal,esp32_22.pcap
3232240694,3758096635,367,Normal,esp32_22.pcap
3232240658,3758096635,255,Normal,esp32_22.pcap
3232240658,3758096635,161,Normal,esp32_22.pcap
3232240699,3758096635,201,Normal,esp32_22.pcap
3232240658,3758096635,251,Normal,esp32_22.pcap
3232240658,3758096635,251,Normal,esp32_22.pcap
3232240658,3758096635,420,Normal,esp32_22.pcap
3232240658,3758096635,395,Normal,esp32_22.pcap
3232240660,3758096635,161,Normal,esp32_22.pcap
3232240678,3758096635,405,Normal,esp32_22.pcap
3232240660,3758096635,420,Normal,esp32_22.pcap
3232240658,3758096635,395,Normal,esp32_22.pcap
3232240658,3758096635,224,Normal,esp32_22.pcap
3232240699,3758096635,246,Normal,esp32_22.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240671,3232240895,114,Normal,esp32_4.pcap
3232240663,3232240895,114,Normal,esp32_4.pcap
3232240683,3232240895,114,Normal,esp32_4.pcap
3232240683,3232240895,114,Normal,esp32_4.pcap
3232240691,3232240895,132,Normal,esp32_4.pcap
3232240691,3232240895,132,Normal,esp32_4.pcap
3232240691,3232240895,114,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240681,3758096635,305,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240659,3758096635,588,Normal,esp32_4.pcap
3232240644,3758096635,320,Normal,esp32_4.pcap
3232240691,3758096635,153,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240692,3758096635,261,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240654,3758096635,109,Normal,esp32_4.pcap
3232240663,3232240895,108,Normal,esp32_4.pcap
3232240648,3232240895,108,Normal,esp32_4.pcap
3232240648,3232240895,108,Normal,esp32_4.pcap
3232240694,3758096635,296,Normal,esp32_4.pcap
3232240694,3758096635,333,Normal,esp32_4.pcap
3232240694,3232240895,132,Normal,esp32_4.pcap
3232240691,3758096635,480,Normal,esp32_4.pcap
3232240694,3758096635,1023,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240678,3758096635,146,Normal,esp32_4.pcap
3232240694,3758096635,597,Normal,esp32_4.pcap
3232240694,3758096635,296,Normal,esp32_4.pcap
3232240694,3758096635,333,Normal,esp32_4.pcap
3232240694,3232240895,132,Normal,esp32_4.pcap
3232240691,3758096635,480,Normal,esp32_4.pcap
3232240694,3758096635,1023,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240678,3758096635,190,Normal,esp32_4.pcap
3232240694,3758096635,597,Normal,esp32_4.pcap
3232240671,3758096635,464,Normal,esp32_4.pcap
3232240663,3758096635,450,Normal,esp32_4.pcap
3232240683,3758096635,477,Normal,esp32_4.pcap
3232240691,3758096635,480,Normal,esp32_4.pcap
3232240692,3758096635,305,Normal,esp32_4.pcap
3232240648,3758096635,97,Normal,esp32_4.pcap
3232240648,3758096635,97,Normal,esp32_4.pcap
3232240648,3758096635,97,Normal,esp32_4.pcap
3232240683,4026531834,240,Normal,esp32_4.pcap
3232240678,3758096635,190,Normal,esp32_4.pcap
3232240663,3758096635,450,Normal,esp32_4.pcap
3232240659,3758096635,588,Normal,esp32_4.pcap
3232240663,3758096635,450,Normal,esp32_4.pcap
3232240694,3758096635,130,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240683,4026531834,240,Normal,esp32_4.pcap
3232240648,3758096635,97,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240691,4026531834,240,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
4526591,4269801472,153,Anomaly,esp32_4.pcap
3232240681,3758096635,146,Normal,esp32_4.pcap
3232240694,3758096635,130,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240681,3758096635,261,Normal,esp32_4.pcap
3232240688,3758096635,101,Normal,esp32_4.pcap
3232240680,4026531834,239,Normal,esp32_4.pcap
3232240691,4026531834,240,Normal,esp32_4.pcap
3232240681,3758096635,261,Normal,esp32_4.pcap
3232240680,4026531834,239,Normal,esp32_4.pcap
3232240680,4026531834,239,Normal,esp32_4.pcap
3232240680,4026531834,239,Normal,esp32_4.pcap
3232240680,4026531834,239,Normal,esp32_4.pcap
3232240694,3758096635,130,Normal,esp32_4.pcap
3232240686,3758096635,146,Normal,esp32_4.pcap
3232240648,3758096635,117,Normal,esp32_4.pcap
3232240686,3758096635,305,Normal,esp32_4.pcap
3232240686,3758096635,305,Normal,esp32_4.pcap
3232240663,3232240895,108,Normal,esp32_4.pcap
3232240659,3758096635,159,Normal,esp32_4.pcap
3232240688,3758096635,151,Normal,esp32_4.pcap
3232240678,3758096635,261,Normal,esp32_4.pcap
3232240659,3758096635,159,Normal,esp32_4.pcap
3232240681,3758096635,146,Normal,esp32_4.pcap
3232240681,3758096635,146,Normal,esp32_4.pcap
3232240693,3232240895,114,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240693,3758096635,98,Normal,esp32_4.pcap
3232240671,3232240895,114,Normal,esp32_4.pcap
3232240663,3232240895,114,Normal,esp32_4.pcap
3232240691,3232240895,114,Normal,esp32_4.pcap
3232240663,3232240895,114,Normal,esp32_4.pcap
3232240671,3232240895,114,Normal,esp32_4.pcap
